index,apartment_type,metro_station,minutes_to_metro,region,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation,price
18975,Secondary,Смоленская,34,Moscow,5,130.29,75.1,9.5,24,6,European-style renovation,62754227.0
18976,Secondary,Опалиха,16,Moscow region,0,13.31,6.0,8.3,1,10,European-style renovation,3608564.0
18977,Secondary,Беляево,18,Moscow,4,144.15,51.0,21.0,3,21,European-style renovation,52259269.0
18978,Secondary,Текстильщики,4,Moscow,3,31.48,11.5,19.6,1,36,European-style renovation,8322333.0
18979,Secondary,Беговая,13,Moscow,4,176.26,72.7,14.5,2,5,European-style renovation,152640020.0
18980,New building,Котельники,9,Moscow region,1,34.08,20.0,7.9,2,23,Cosmetic,4004501.0
18981,Secondary,Смоленская,5,Moscow,0,22.73,9.5,8.5,1,10,European-style renovation,7099611.0
18982,Secondary,Щукинская,19,Moscow,2,60.26,37.6,19.2,1,21,Cosmetic,10451587.0
18983,Secondary,Спортивная,8,Moscow,4,103.13,42.0,19.9,7,21,European-style renovation,82596019.0
18984,Secondary,Котельники,11,Moscow region,2,55.2,30.6,14.6,8,22,Cosmetic,8667807.0
18985,Secondary,Мякинино,19,Moscow region,0,27.56,20.4,5.1,27,9,Cosmetic,5270036.0
18986,Secondary,Соколиная Гора,18,Moscow,1,53.06,32.3,8.6,1,32,Without renovation,10902866.0
18987,Secondary,Спартак,13,Moscow,5,244.24,129.2,25.4,1,7,European-style renovation,97543607.0
18988,Secondary,Медведково,19,Moscow,1,54.42,29.6,4.6,22,11,Designer,8889168.0
18989,New building,Каширская,19,Moscow,2,30.48,18.0,11.6,5,20,Cosmetic,11960251.0
18990,Secondary,Покровское,19,Moscow,0,24.51,16.2,5.5,1,10,European-style renovation,5291497.0
18991,Secondary,Отрадное,12,Moscow,1,75.85,44.9,11.4,15,14,Cosmetic,15256386.0
18992,Secondary,Кропоткинская,12,Moscow,5,169.24,92.7,28.8,1,7,European-style renovation,204687568.0
18993,Secondary,Тульская,12,Moscow,6,82.18,66.8,8.6,2,23,Without renovation,16447383.0
18994,Secondary,Электрозаводская,9,Moscow,0,34.11,22.7,14.7,1,8,European-style renovation,6164371.0
18995,New building,ЗИЛ,12,Moscow,2,45.91,14.4,21.1,14,21,Cosmetic,10333491.0
18996,Secondary,Зорге,12,Moscow,3,96.25,47.8,11.7,1,23,European-style renovation,38964432.0
18997,New building,Алма-Атинская,10,Moscow region,3,71.04,48.5,5.7,8,9,Cosmetic,8800896.0
18998,Secondary,Тульская,19,Moscow,0,29.33,22.0,5.0,2,16,European-style renovation,11381511.0
18999,Secondary,Павшино,12,Moscow region,0,22.1,15.2,3.6,3,5,Designer,9321689.0
19000,Secondary,Сетунь,7,Moscow,3,57.01,39.3,18.3,8,23,Without renovation,24787408.0
19001,New building,Котельники,12,Moscow region,2,24.83,11.4,7.7,8,20,Cosmetic,5950843.0
19002,New building,Пенягино,18,Moscow region,1,36.15,16.1,8.9,10,14,Cosmetic,6451616.0
19003,Secondary,Ясенево,6,Moscow,4,122.96,76.5,15.4,3,21,European-style renovation,26640374.0
19004,Secondary,Алексеевская,8,Moscow,2,49.5,25.1,18.8,5,14,Without renovation,13072176.0
19005,Secondary,ВДНХ,5,Moscow,1,75.9,27.9,9.1,2,8,Designer,48641825.0
19006,Secondary,Некрасовка,19,Moscow,1,82.67,56.8,6.4,7,15,Designer,23400433.0
19007,New building,Котельники,13,Moscow region,2,25.84,13.4,8.0,7,20,Cosmetic,3397266.0
19008,Secondary,Смоленская,13,Moscow,4,81.55,46.1,17.9,23,14,Cosmetic,37169054.0
19009,Secondary,Яхромская,10,Moscow,6,205.58,134.4,19.2,2,5,European-style renovation,48198161.0
19010,Secondary,Панфиловская,13,Moscow,2,33.72,16.3,5.4,8,23,Without renovation,16143931.0
19011,Secondary,Зюзино,8,Moscow,0,20.72,11.7,8.7,11,16,Without renovation,7419264.0
19012,Secondary,Жулебино,19,Moscow region,0,35.33,22.0,4.9,1,3,Without renovation,6703097.0
19013,Secondary,Юго-Восточная,13,Moscow,1,36.5,14.8,3.3,6,29,Designer,7687168.0
19014,New building,Каширская,10,Moscow,3,240.0,200.8,8.7,6,9,Cosmetic,20608008.0
19015,Secondary,Раменки,3,Moscow,1,67.38,41.7,12.8,16,29,European-style renovation,42366659.0
19016,Secondary,Аминьевская,4,Moscow,0,17.3,9.6,5.0,2,10,Cosmetic,11792210.0
19017,Secondary,Говорово,13,Moscow,1,68.22,35.8,14.6,6,14,Designer,17240604.0
19018,Secondary,Марьино,6,Moscow,1,33.34,14.5,8.6,1,7,Without renovation,10485613.0
19019,Secondary,Котельники,5,Moscow region,4,76.49,38.5,14.5,3,14,Cosmetic,7951722.0
19020,New building,Братиславская,13,Moscow,1,48.91,43.8,4.2,14,20,Cosmetic,7598022.0
19021,New building,Красногвардейская,13,Moscow region,2,29.62,19.2,5.5,11,16,Cosmetic,6245920.0
19022,Secondary,Волоколамская,13,Moscow,3,19.72,10.3,5.8,4,9,Designer,8325472.0
19023,Secondary,Шипиловская,10,Moscow,2,55.97,29.4,4.5,4,19,Designer,15265549.0
19024,Secondary,Локомотив,9,Moscow,1,70.16,42.9,8.8,1,21,Designer,21225084.0
19025,Secondary,Окская,13,Moscow,3,76.88,55.4,20.3,3,5,Designer,25383483.0
19026,Secondary,Бульвар Рокоссовского,5,Moscow,0,37.84,28.8,5.6,5,22,Cosmetic,12211462.0
19027,Secondary,Тульская,6,Moscow,6,155.16,81.5,33.3,2,46,European-style renovation,64128112.0
19028,New building,Молодежная,13,Moscow,2,26.86,12.3,7.7,10,20,Cosmetic,14749993.0
19029,Secondary,Ясенево,6,Moscow,0,22.83,11.9,13.7,2,9,Designer,10306011.0
19030,Secondary,Селигерская,11,Moscow,3,93.79,71.9,15.8,20,22,Without renovation,25085635.0
19031,Secondary,Панфиловская,5,Moscow,6,36.6,25.3,18.8,11,10,European-style renovation,18478079.0
19032,New building,Жулебино,13,Moscow region,2,38.68,14.7,11.2,7,20,Cosmetic,6818077.0
19033,New building,Братиславская,10,Moscow,2,34.89,13.7,10.3,4,14,Cosmetic,5848545.0
19034,Secondary,Фрунзенская,18,Moscow,2,126.04,63.4,19.9,20,30,European-style renovation,91509210.0
19035,Secondary,Ленинский проспект,15,Moscow,4,104.61,69.7,15.0,1,20,Without renovation,54664104.0
19036,Secondary,Кутузовская,12,Moscow,1,34.01,13.8,8.6,5,9,Without renovation,13623331.0
19037,Secondary,Фрунзенская,12,Moscow,5,217.26,160.9,21.8,4,9,European-style renovation,366582246.0
19038,Secondary,Опалиха,10,Moscow region,0,9.6,6.0,4.0,1,23,European-style renovation,2636741.0
19039,Secondary,Яхромская,13,Moscow,4,114.53,73.1,28.6,4,21,European-style renovation,33493788.0
19040,New building,Братиславская,12,Moscow,1,34.71,10.4,8.3,3,20,Cosmetic,4482215.0
19041,New building,Котельники,19,Moscow region,1,33.22,15.8,4.2,6,14,Cosmetic,4322871.0
19042,Secondary,Медведково,12,Moscow,1,56.22,45.2,18.8,1,20,Cosmetic,17742550.0
19043,Secondary,Славянский бульвар,19,Moscow,5,344.1,170.8,73.4,1,5,European-style renovation,383773740.0
19044,New building,Жулебино,13,Moscow region,2,31.35,12.4,11.2,14,20,Cosmetic,3403927.0
19045,Secondary,Фили,13,Moscow,4,260.9,115.5,31.0,2,5,European-style renovation,188739035.0
19046,Secondary,Минская,16,Moscow,2,94.59,69.0,13.2,21,29,Without renovation,67787677.0
19047,Secondary,Новые Черемушки,7,Moscow,4,163.13,22.3,12.2,4,10,Designer,106124137.0
19048,New building,Братиславская,6,Moscow,3,63.53,29.6,19.8,2,14,Cosmetic,8452166.0
19049,Secondary,Кутузовская,12,Moscow,2,41.98,14.3,8.3,3,9,European-style renovation,13185886.0
19050,Secondary,Ольховая,18,Moscow,4,74.57,42.8,14.6,7,16,European-style renovation,9804319.0
19051,Secondary,Сретенский бульвар,5,Moscow,3,99.7,47.3,11.2,6,8,Without renovation,55689350.0
19052,New building,Красногвардейская,19,Moscow region,1,28.01,14.8,4.9,10,9,Cosmetic,6446101.0
19053,Secondary,Киевская,21,Moscow,4,36.69,12.9,5.9,12,24,Without renovation,11139377.0
19054,Secondary,Опалиха,12,Moscow region,0,29.41,20.7,19.9,27,11,European-style renovation,9570481.0
19055,Secondary,Тверская,12,Moscow,5,226.3,61.9,20.0,3,5,European-style renovation,177458824.0
19056,Secondary,ЗИЛ,14,Moscow,0,21.39,12.0,3.8,8,14,Cosmetic,9304321.0
19057,New building,Панфиловская,13,Moscow,3,73.18,45.0,19.2,4,10,Cosmetic,22034307.0
19058,Secondary,Хорошево,9,Moscow,3,124.38,66.4,23.0,2,22,European-style renovation,60106163.0
19059,New building,Котельники,9,Moscow region,1,50.77,37.3,10.2,8,14,Cosmetic,10557003.0
19060,New building,Братиславская,13,Moscow,2,30.07,11.8,11.9,14,20,Cosmetic,9107147.0
19061,Secondary,Третьяковская,39,Moscow,4,83.75,53.7,16.4,1,9,European-style renovation,29919634.0
19062,Secondary,Минская,5,Moscow,4,256.75,90.0,29.2,1,11,European-style renovation,163579703.0
19063,Secondary,Павшино,18,Moscow region,1,87.86,43.3,8.7,13,11,European-style renovation,17788835.0
19064,Secondary,Ясенево,5,Moscow,0,25.67,15.4,18.2,13,3,Without renovation,10040208.0
19065,Secondary,Говорово,12,Moscow,4,79.79,41.2,16.3,12,20,Without renovation,14181188.0
19066,Secondary,Красногвардейская,19,Moscow region,1,35.32,14.3,8.3,8,35,Cosmetic,5331546.0
19067,Secondary,Народное Ополчение,13,Moscow,1,34.63,13.4,10.4,10,38,Designer,22184211.0
19068,Secondary,Юго-Западная,19,Moscow,1,59.16,41.1,4.6,2,14,Designer,17471685.0
19069,New building,Битца,9,Moscow region,3,82.28,42.8,20.3,2,4,Cosmetic,11508935.0
19070,Secondary,Лесопарковая,5,Moscow,4,38.29,18.4,19.6,18,8,Cosmetic,13650450.0
19071,Secondary,Домодедовская,7,Moscow region,1,24.14,13.8,12.1,9,16,Without renovation,5262038.0
19072,New building,Братиславская,13,Moscow,1,28.49,12.0,4.4,11,16,Cosmetic,3962059.0
19073,Secondary,Полежаевская,20,Moscow,0,37.69,12.4,8.2,1,8,Without renovation,8836489.0
19074,Secondary,ЗИЛ,25,Moscow,2,60.41,42.5,5.4,21,4,European-style renovation,13151588.0
19075,New building,Давыдково,9,Moscow,1,33.32,13.0,17.3,3,14,Cosmetic,13984851.0
19076,Secondary,Тестовская,17,Moscow,2,72.71,49.3,22.9,2,22,European-style renovation,30711875.0
19077,Secondary,Алтуфьево,4,Moscow,4,73.42,43.2,22.4,3,21,European-style renovation,29920530.0
19078,Secondary,Деловой центр,19,Moscow,5,128.95,43.2,23.8,1,10,European-style renovation,55641268.0
19079,Secondary,Новые Черемушки,13,Moscow,1,38.77,15.7,11.0,6,9,Cosmetic,20908073.0
19080,New building,Жулебино,5,Moscow region,1,39.74,21.4,11.7,11,22,Cosmetic,3119781.0
19081,Secondary,Академическая,26,Moscow,0,17.76,8.3,5.2,1,10,European-style renovation,2849868.0
19082,Secondary,Динамо,19,Moscow,1,55.8,32.8,25.6,6,22,Designer,36186017.0
19083,Secondary,Гражданская,12,Moscow,3,28.32,20.0,19.7,7,11,European-style renovation,12450292.0
19084,Secondary,Преображенская площадь,12,Moscow,6,85.22,64.6,20.7,2,23,Without renovation,26237819.0
19085,New building,Братиславская,12,Moscow,1,43.81,18.9,9.8,6,14,Cosmetic,10510486.0
19086,New building,Котельники,12,Moscow region,2,32.51,14.8,8.2,8,20,Cosmetic,4328481.0
19087,Secondary,Октябрьская,19,Moscow,3,94.2,59.9,21.1,3,24,European-style renovation,32454268.0
19088,Secondary,Жулебино,13,Moscow region,1,31.8,13.1,3.5,1,8,Without renovation,5953576.0
19089,New building,Братиславская,29,Moscow,1,30.12,18.9,3.4,2,20,Cosmetic,8892679.0
19090,Secondary,Балтийская,18,Moscow,4,117.07,65.7,13.8,17,23,Designer,72568815.0
19091,New building,Братиславская,12,Moscow,3,58.23,14.9,4.4,6,14,Cosmetic,15972017.0
19092,Secondary,Ломоносовский проспект,4,Moscow,3,80.07,57.0,10.2,1,23,Without renovation,31768167.0
19093,Secondary,Кунцевская,13,Moscow,2,134.79,94.8,17.0,8,14,Without renovation,35461393.0
19094,New building,Красногвардейская,12,Moscow region,1,27.44,13.4,5.6,15,20,Cosmetic,4647040.0
19095,Secondary,Мичуринский проспект,13,Moscow,3,49.97,36.3,19.3,3,10,Designer,41627609.0
19096,Secondary,Аминьевская,13,Moscow,6,288.45,99.3,26.1,3,10,European-style renovation,259331926.0
19097,Secondary,Алма-Атинская,12,Moscow region,1,36.28,11.4,8.6,13,10,Cosmetic,8580416.0
19098,Secondary,Технопарк,12,Moscow,2,76.42,52.0,8.8,3,22,Designer,35856514.0
19099,Secondary,Нагатинская,12,Moscow,2,109.51,51.1,22.0,1,16,Designer,54012306.0
19100,New building,Братиславская,4,Moscow,2,75.59,55.3,10.0,12,8,Cosmetic,13343909.0
19101,Secondary,Покровское,18,Moscow,0,47.63,12.1,8.6,2,8,Designer,17431956.0
19102,Secondary,Кожуховская,19,Moscow,1,31.47,14.6,9.0,13,16,Without renovation,7255289.0
19103,Secondary,Щербинка,13,Moscow,1,22.54,12.6,8.7,1,10,Designer,8699116.0
19104,Secondary,Новогиреево,18,Moscow,3,80.35,47.5,11.5,20,14,European-style renovation,27031904.0
19105,Secondary,Ломоносовский проспект,15,Moscow,1,26.84,8.8,10.0,2,23,Cosmetic,14753803.0
19106,New building,Каширская,3,Moscow,4,113.51,58.5,20.6,3,17,Designer,40272812.0
19107,Secondary,Калужская,12,Moscow,1,31.51,11.9,17.5,7,40,Without renovation,16596627.0
19108,New building,Алма-Атинская,13,Moscow region,2,27.67,11.6,11.1,3,14,Cosmetic,4645853.0
19109,Secondary,Полянка,19,Moscow,2,36.03,17.9,10.6,17,9,Cosmetic,14326112.0
19110,Secondary,Площадь Ильича,9,Moscow,2,76.02,31.8,15.6,19,19,Without renovation,39145263.0
19111,Secondary,Борисово,4,Moscow,0,19.98,17.3,5.6,1,11,European-style renovation,7331976.0
19112,Secondary,Аминьевская,15,Moscow,4,228.39,129.6,23.6,2,5,European-style renovation,127417003.0
19113,Secondary,Бутово,12,Moscow,1,107.74,64.3,9.2,22,31,Without renovation,43516781.0
19114,Secondary,Красный Балтиец,4,Moscow,3,59.87,46.4,17.9,6,22,Designer,18827823.0
19115,Secondary,Зябликово,13,Moscow,0,22.83,13.7,8.7,6,14,Without renovation,5165688.0
19116,New building,Минская,18,Moscow,1,27.48,13.4,18.4,21,14,Cosmetic,16466392.0
19117,Secondary,Зюзино,13,Moscow,4,114.65,60.1,22.1,22,22,European-style renovation,41898069.0
19118,New building,Красногвардейская,13,Moscow region,1,32.61,14.6,8.7,7,15,Cosmetic,6027682.0
19119,Secondary,Волоколамская,16,Moscow,2,42.2,22.4,5.7,2,11,Designer,16132566.0
19120,Secondary,Терехово,13,Moscow,2,68.8,29.9,8.8,13,24,Cosmetic,19295161.0
19121,Secondary,Прокшино,13,Moscow,1,42.68,17.1,12.7,5,40,Cosmetic,14614501.0
19122,Secondary,Новослободская,6,Moscow,6,61.7,34.1,20.8,2,35,Designer,33771701.0
19123,Secondary,Селигерская,14,Moscow,1,14.16,8.3,6.0,1,9,European-style renovation,3328800.0
19124,Secondary,Бибирево,19,Moscow,2,58.36,29.8,12.8,22,10,European-style renovation,18827737.0
19125,Secondary,Крымская,4,Moscow,3,136.3,77.3,20.8,1,9,Designer,49312566.0
19126,New building,Братиславская,12,Moscow,2,31.29,15.6,11.4,1,20,Cosmetic,7674672.0
19127,Secondary,Комсомольская,4,Moscow,0,15.37,12.7,4.6,2,9,Designer,8013815.0
19128,Secondary,Селигерская,22,Moscow,1,27.45,14.9,8.0,1,8,Without renovation,5433986.0
19129,Secondary,Кожуховская,19,Moscow,2,39.59,31.7,9.0,6,19,Cosmetic,13821300.0
19130,Secondary,Локомотив,5,Moscow,4,131.19,73.6,21.0,7,16,Designer,27919606.0
19131,Secondary,Волоколамская,3,Moscow,2,68.88,44.5,18.5,20,23,European-style renovation,34210440.0
19132,Secondary,ЗИЛ,12,Moscow,6,45.01,25.8,8.1,2,8,Without renovation,14577624.0
19133,Secondary,Крылатское,14,Moscow,4,134.86,78.2,21.2,23,25,Designer,52884326.0
19134,New building,Котельники,12,Moscow region,1,27.95,16.7,8.6,10,14,Cosmetic,5807611.0
19135,New building,Красногвардейская,13,Moscow region,1,27.12,9.8,11.8,15,16,Cosmetic,3955843.0
19136,Secondary,Бутырская,5,Moscow,2,60.68,24.6,23.1,1,6,European-style renovation,13060869.0
19137,Secondary,Красногвардейская,13,Moscow region,1,54.99,36.3,19.2,23,4,Designer,9816536.0
19138,Secondary,Павшино,13,Moscow region,0,20.4,7.5,6.5,15,14,Cosmetic,6702652.0
19139,Secondary,ЗИЛ,12,Moscow,4,103.75,62.2,18.9,1,11,European-style renovation,65856849.0
19140,Secondary,Марьино,19,Moscow,3,50.33,18.8,4.5,5,16,Cosmetic,7378506.0
19141,Secondary,Окружная,19,Moscow,1,34.49,16.8,8.5,8,20,Without renovation,12958822.0
19142,Secondary,Тверская,13,Moscow,5,166.75,96.2,23.9,4,24,European-style renovation,142600099.0
19143,Secondary,Коммунарка,5,Moscow,0,33.05,19.2,6.2,1,6,European-style renovation,8260926.0
19144,Secondary,Беломорская,12,Moscow,2,44.07,27.2,11.2,10,14,Cosmetic,16820412.0
19145,New building,Жулебино,10,Moscow region,4,42.5,23.7,11.3,7,14,Cosmetic,7589938.0
19146,New building,Деловой центр,11,Moscow,3,134.98,84.1,20.6,29,20,Cosmetic,44390069.0
19147,Secondary,Красногвардейская,5,Moscow region,0,18.74,11.9,4.1,1,9,European-style renovation,3065864.0
19148,New building,Павшино,12,Moscow region,2,66.96,44.6,24.9,21,20,Cosmetic,10933934.0
19149,Secondary,Аминьевская,19,Moscow,0,20.32,13.1,8.1,3,10,Cosmetic,6156045.0
19150,Secondary,Смоленская,8,Moscow,4,207.83,151.2,43.5,1,7,European-style renovation,241915776.0
19151,Secondary,Аннино,10,Moscow,6,124.94,78.3,35.1,18,6,European-style renovation,27038891.0
